Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death Consolidated,Cause of Death,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Lat,Long
42461,US-Mexico Border,29/01/2016,2016,Jan,1,,1,,,1,,Hypothermia,Hypothermia,Radio Zacalo,Central America to US,Central America,1,28.6901482,-100.5676516
42552,Middle East,29/01/2016,2016,Jan,1,,1,,,1,1,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,,Western Asia,4,36.4505102,38.9514836
43059,North Africa,29/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,17.6922271,33.9762492
43060,North Africa,29/01/2016,2016,Jan,3,,3,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,21.9067695,30.8222529
43061,North Africa,29/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107,31.5204557
43027,Mediterranean,28/01/2016,2016,Jan,26,15,41,9,6,10,10,Drowning,Drowning,Hellenic Coast Guard,,Western Asia,1,38.5504106,43.0269097
42943,Middle East,28/01/2016,2016,Jan,1,,1,,,1,,Exposure,"Exposure, Hypothermia",Daily Sabah,Eastern Mediterranean,Uncategorized,1,37.7245805,26.6778283
42434,Mediterranean,27/01/2016,2016,Jan,7,,7,2,2,4,2,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,36.9266003,27.2641593
42551,Middle East,27/01/2016,2016,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,,Western Asia,4,36.4614791,37.1258349
42405,Mediterranean,26/01/2016,2016,Jan,5,16,21,1,,,3,Drowning,Drowning,Hurriyet Daily News,Eastern Mediterranean,Uncategorized,1,37.376094,27.264729
42416,Southeast Asia,26/01/2016,2016,Jan,23,12,35,,9,4,,Drowning,Drowning,SBS,,South-eastern Asia,1,1.5296432,104.2036279
42907,Mediterranean,26/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.7245805,26.6778283
42916,US-Mexico Border,26/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42917,US-Mexico Border,26/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42906,Mediterranean,25/01/2016,2016,Jan,2,,2,,,2,,Drowning,Drowning,Hellenic Coast Guard,Western Balkans,Southern Europe,3,41.0023608,22.8418114
42412,Middle East,25/01/2016,2016,Jan,1,,1,5,1,,,Hypothermia,Hypothermia,Gulf News,,Western Asia,1,33.6982498,35.9135246
42413,Middle East,25/01/2016,2016,Jan,3,,3,,,,,Hypothermia,Hypothermia,Gulf News,,Western Asia,1,33.8722894,35.3033072
42411,Europe,25/01/2016,2016,Jan,1,,1,2,,1,,Violence,Murdered,"Greek Reporter, AFP",,Western Asia,4,37.04621,40.5417725
42550,Middle East,25/01/2016,2016,Jan,1,,1,,1,,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,Eastern Mediterranean,Uncategorized,5,37.7245805,26.6778283
42956,Mediterranean,25/01/2016,2016,Jan,1,,1,,,1,1,Unknown,Unknown,IOM Rome,Central America to US,Northern America,5,31.9652036,-113.0118945
42957,Mediterranean,25/01/2016,2016,Jan,1,,1,700,,1,1,Unknown,Unknown,IOM Italy,Central Mediterranean,Uncategorized,4,37.3439399,14.1114399
42915,US-Mexico Border,25/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central Mediterranean,Uncategorized,4,34.9627329,13.8863347
42903,Mediterranean,24/01/2016,2016,Jan,1,,1,,1,,1,Drowning,Drowning,Hellenic Coast Guard via IOM Athens,Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
42904,Mediterranean,24/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,38.8729316,24.4179892
42905,Mediterranean,24/01/2016,2016,Jan,2,,2,,1,1,,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.7245805,26.6778283
42902,Mediterranean,23/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,Hellenic Coast Guard via IOM Athens,,Southern Europe,1,43.6178474,13.4913043
42512,Europe,23/01/2016,2016,Jan,1,,1,,,1,,Fall,"Fall from truck, Crushed",Corriere Adriatico,Eastern Mediterranean,Uncategorized,5,37.7245805,26.6778283
42938,Europe,23/01/2016,2016,Jan,1,,1,,,1,,Hypothermia,Hypothermia,UNHCR,Western Balkans,Eastern Europe,4,42.8472657,22.7585621
42410,US-Mexico Border,21/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,Hoy Tamaulipas,Central America to US,Central America,1,27.4531416,-99.6148525
42473,Mediterranean,21/01/2016,2016,Jan,13,11,24,25,4,1,5,Drowning,Drowning,Today's Zaman,Eastern Mediterranean,Uncategorized,3,38.7042006,26.5939167
42900,Mediterranean,21/01/2016,2016,Jan,8,,8,41,2,,6,Drowning,Drowning,Hellenic Coast Guard via IOM Greece,,Caribbean,1,18.8376763,-70.8791497
42901,Mediterranean,21/01/2016,2016,Jan,35,9,44,26,17,7,11,Drowning,Drowning,Hellenic Coast Guard via IOM Greece,,Western Asia,4,36.7188825,39.4889524
42489,Caribbean,21/01/2016,2016,Jan,1,,1,5,,1,,Shot,Shot,Avance 24 en Linea,Eastern Mediterranean,Uncategorized,5,37.2910973,27.073482
42549,Middle East,21/01/2016,2016,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,Eastern Mediterranean,Uncategorized,5,36.9505901,26.9752129
43058,North Africa,21/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,14.6586717,39.402114
42409,Mediterranean,20/01/2016,2016,Jan,2,,2,46,1,1,1,Hypothermia,Hypothermia,"Xinhua, The Pappas Post",Eastern Mediterranean,Uncategorized,3,39.2825019,26.4139869
42937,Europe,20/01/2016,2016,Jan,1,,1,,,1,,Hypothermia,Hypothermia,UNHCR,,Southern Africa,3,-24.1813121,28.9764104
43053,Horn of Africa,20/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Central America to US,Central America,1,17.9927635,-92.9881407
43054,Horn of Africa,20/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Western Balkans,Eastern Europe,4,42.8472657,22.7585621
43055,North Africa,20/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,8.4066579,48.4713577
43056,North Africa,20/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.5488981,44.0293346
43057,North Africa,20/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.4558144,36.3787571
42415,Sub-Saharan Africa,20/01/2016,2016,Jan,14,,14,1,,,1,Vehicle,Vehicle Accident,"UBAlert, Chronicle.co.zw",,Northern Africa,2,19.4022552,27.9053789
42610,Central America,20/01/2016,2016,Jan,1,,1,,,,,Vehicle,Vehicle Accident,Dario Present,,Northern Africa,2,17.6922271,33.9762492
43051,North Africa,19/01/2016,2016,Jan,14,,14,,,,,Dehydration,Dehydration,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.2488413,19.7242161
43052,Horn of Africa,19/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.3521044,42.7773712
42899,Mediterranean,18/01/2016,2016,Jan,1,,1,,,,,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
42955,Mediterranean,18/01/2016,2016,Jan,1,8,9,,,,,Drowning,Drowning,IOM Italy,Central Mediterranean,Uncategorized,4,37.0930737,11.8610189
43050,Sub-Saharan Africa,18/01/2016,2016,Jan,4,,4,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,-4.0597504,39.7015188
42419,Europe,17/01/2016,2016,Jan,1,,1,,,1,,Hypothermia,Hypothermia,The Barents Observer,,Eastern Europe,1,66.9299814,30.2313597
42548,Middle East,17/01/2016,2016,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,,Western Asia,4,36.9673013,40.3712527
42914,US-Mexico Border,17/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42897,Mediterranean,16/01/2016,2016,Jan,6,,6,1,3,2,,Drowning,Drowning,Hellenic Coast Guard,,Western Asia,4,36.7188825,39.4889524
42898,Mediterranean,16/01/2016,2016,Jan,1,,1,,,,,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.7394729,26.9239091
42547,Middle East,16/01/2016,2016,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,Eastern Mediterranean,Uncategorized,5,37.7394729,26.9239091
42523,Mediterranean,15/01/2016,2016,Jan,3,,3,20,,,3,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.2910973,27.073482
42524,Mediterranean,15/01/2016,2016,Jan,4,,4,9,,,3,Drowning,Drowning,Daily Sabah,Eastern Mediterranean,Uncategorized,5,37.3450251,27.2805163
43048,North Africa,15/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Eastern Mediterranean,Uncategorized,1,39.5280925,26.4957204
43049,North Africa,15/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,29.5056218,33.9750461
42435,Mediterranean,15/01/2016,2016,Jan,1,,1,63,,,1,Unknown,Unknown,Hellenic Coast Guard,,Northern Africa,2,15.5015341,32.5025561
42945,Mediterranean,14/01/2016,2016,Jan,6,,6,,1,5,,Drowning,Drowning,Reuters,Eastern Mediterranean,Uncategorized,1,37.9563279,26.7408761
42946,Mediterranean,14/01/2016,2016,Jan,3,3,6,13,3,3,2,Drowning,Drowning,Reuters,Eastern Mediterranean,Uncategorized,1,39.6016207,26.3981865
42796,US-Mexico Border,13/01/2016,2016,Jan,1,,1,,,1,,Medical,Hypoglycemia,Guanajuato Informa and Facebook,Central America to US,Northern America,3,27.0116055,-98.3848503
42546,Middle East,12/01/2016,2016,Jan,1,,1,,,1,,Medical,Sickness and lack of access to medicines,Syrian Observatory for Human Rights,,Western Asia,4,36.8585885,40.1905489
43046,North Africa,12/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,21.7950029,31.3237261
43047,Horn of Africa,12/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,8.476128,47.3474798
42456,Mediterranean,11/01/2016,2016,Jan,3,,3,13,3,,1,Drowning,Drowning,Dogan News Agency,Eastern Mediterranean,Uncategorized,1,39.5198918,26.3689895
42472,South America,11/01/2016,2016,Jan,9,6,15,15,,,,Drowning,Drowning,Santa fe (radio) and Noticias RCN,Central America to US,Central America,1,19.1787635,-96.2113357
42865,Mediterranean,11/01/2016,2016,Jan,1,8,9,34,9,,,Drowning,Drowning,IOM Rome and Reuters,Darien Gap,South America,3,8.2732015,-77.0478857
42464,Central America,11/01/2016,2016,Jan,1,,1,,,1,,Fall,Fall from train,NOAT Agencia de Noticias,Central Mediterranean,Uncategorized,4,39.7927782,18.3508992
43045,US-Mexico Border,11/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42849,Europe,10/01/2016,2016,Jan,1,,1,,,1,,Unknown,Plane stowaway,Daily Mail,,Western Europe,1,48.7262433,2.3630585
43039,North Africa,10/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107,31.5204557
43040,Horn of Africa,10/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,14.2782317,36.596317
43041,North Africa,10/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.285107,31.5204557
43042,North Africa,10/01/2016,2016,Jan,3,,3,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,26.0200607,16.4371791
43043,Horn of Africa,10/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,9.6047166,43.3326101
43044,Horn of Africa,10/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,8.4066579,48.4713577
42500,Central America,09/01/2016,2016,Jan,1,,1,,,1,,Vehicle,Hit by vehicle,#NAME?,,Western Asia,1,39.5071324,27.9384909
42913,US-Mexico Border,09/01/2016,2016,Jan,1,,1,,,1,,Hypothermia,Hypothermia,Pima County Office of the Medical Examiner,Central America to US,Central America,1,17.2643417,-91.0018464
42490,Middle East,09/01/2016,2016,Jan,7,,7,42,,,,Vehicle,Vehicle Accident,Dogan News Agency,Central America to US,Northern America,5,31.9652036,-113.0118945
42459,Mediterranean,08/01/2016,2016,Jan,1,,1,,,1,1,Drowning,Drowning,Asociación Pro Derechos Humanos de Andalucía,,Western Asia,1,39.8136758,26.5558626
42896,Mediterranean,08/01/2016,2016,Jan,1,,1,,,,,Drowning,Drowning,Hellenic Coast Guard,Western Mediterranean,Uncategorized,3,35.2850613,-2.933977
42935,Horn of Africa,08/01/2016,2016,Jan,,36,36,70,,,,Drowning,Drowning,IOM Somalia,Central America to US,Northern America,1,27.0116055,-98.3848503
43038,North Africa,08/01/2016,2016,Jan,2,,2,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),Eastern Mediterranean,Uncategorized,5,39.3663305,26.135897
42808,US-Mexico Border,08/01/2016,2016,Jan,4,,4,,1,,,Unknown,Unknown,The Monitor,Horn Africa to Yemen,Eastern Africa,4,10.8362539,45.6400791
42404,Middle East,08/01/2016,2016,Jan,4,,4,30,,,2,Vehicle,Vehicle Accident,Anadolu Agency,,Northern Africa,2,19.4022552,27.9053789
42848,Mediterranean,05/01/2016,2016,Jan,36,,36,8,2,,3,Drowning,Drowning,"AP, Action Group for Palestinians of Syria",Eastern Mediterranean,Uncategorized,4,39.0776862,26.8860692
42894,Mediterranean,05/01/2016,2016,Jan,1,,1,,1,,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
42895,Mediterranean,05/01/2016,2016,Jan,1,,1,,1,,1,Drowning,Drowning,Hellenic Coast Guard,Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
42911,US-Mexico Border,05/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42912,US-Mexico Border,05/01/2016,2016,Jan,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.9652036,-113.0118945
42430,Mediterranean,04/01/2016,2016,Jan,3,,3,,,3,,Drowning,Drowning,"Yabiladi, Público",Western Mediterranean,Uncategorized,3,37.0029535,-1.4279286
42891,Mediterranean,04/01/2016,2016,Jan,1,,1,,,,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,5,37.7245805,26.6778283
42892,Mediterranean,04/01/2016,2016,Jan,1,,1,,1,,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
42893,Mediterranean,04/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,5,37.5381845,25.1580607
42427,Mediterranean,02/01/2016,2016,Jan,1,,1,,,1,,Drowning,Drowning,El Mundo,Central America to US,Central America,3,27.9826499,-103.7840617
42452,Mediterranean,02/01/2016,2016,Jan,1,,1,39,,1,1,Drowning,Drowning,IOM Athens and Migrant Report,Western Mediterranean,Uncategorized,1,35.9441719,-5.6963732
42890,Mediterranean,02/01/2016,2016,Jan,4,,4,,1,3,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,4,37.4578641,26.9379225
42426,Central America,02/01/2016,2016,Jan,3,,3,,,3,3,Unknown,Unknown,Tiempo,Eastern Mediterranean,Uncategorized,5,37.596379,26.424823
43070,North Africa,01/01/2016,2016,Jan,2,,2,,,,,Hypothermia,Hypothermia,MHub,,Northern Africa,2,27.0663171,14.3336145
43064,North Africa,01/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,MHub,,Northern Africa,2,27.0663171,14.3336145
43069,North Africa,01/01/2016,2016,Jan,1,,1,,,,,Medical,Sickness and lack of access to medicines,MHub,,Northern Africa,2,27.0663171,14.3336145
43065,North Africa,01/01/2016,2016,Jan,6,,6,,,,,Starvation,Starvation,MHub,,Northern Africa,2,26.0200607,16.4371791
43066,North Africa,01/01/2016,2016,Jan,3,,3,,,,,Unknown,Unknown,MHub,,Northern Africa,2,27.0663171,14.3336145
43068,North Africa,01/01/2016,2016,Jan,2,,2,,,,,Unknown,Unknown,MHub,,Northern Africa,2,28.9228355,9.6592777
43063,North Africa,01/01/2016,2016,Jan,1,,1,,,,,Violence,Violence,MHub,,Northern Africa,2,27.0663171,14.3336145
43067,North Africa,01/01/2016,2016,Jan,1,,1,,,,,Violence,Violence,MHub,,Northern Africa,2,27.3499391,9.7366729
40562,Caribbean,31/12/2015,2015,Dec,5,,5,,,2,,Drowning,Drowning,New York Times,Venezuela to Curaçao,,1,11.72421,-68.68923
40638,Europe,31/12/2015,2015,Dec,2,,2,,,2,,Hypothermia,Hypothermia,Whales Online,,Eastern Europe,1,43.080295,23.703613
40652,US-Mexico Border,31/12/2015,2015,Dec,126,,126,,,,,Unknown,Mixed,Texas county sheriffs and medical examiners,,Eastern Africa,1,-22.216669,29.999997
44613,North Africa,31/12/2015,2015,Dec,4,,4,,,,,Shot,Shot,MHub,Central America to US,Northern America,5,29.81932753,-101.1322819
40710,Horn of Africa,31/12/2015,2015,Dec,1,,1,,,,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,2.075684,45.353088
40711,Horn of Africa,31/12/2015,2015,Dec,1,,1,,,,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,5.152149,46.199616
40647,Sub-Saharan Africa,31/12/2015,2015,Dec,,1,1,11,1,,1,Medical,Sickness and lack of access to medicines,The Herald,,Eastern Africa,2,-0.023376,41.314087
40754,Horn of Africa,31/12/2015,2015,Dec,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.4979707,14.5182886
40530,Mediterranean,30/12/2015,2015,Dec,2,,2,,1,1,,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",Eastern Mediterranean,Uncategorized,5,37.757877,27.028391
40531,Mediterranean,30/12/2015,2015,Dec,7,,7,,,,,Drowning,Drowning,IOM Tunisia,Central Mediterranean,Uncategorized,4,33.547016,11.098013
40656,Central America,30/12/2015,2015,Dec,3,,3,,,,,Violence,Murdered,Scalabrinian migrant activists quoted in 24News.ca,Central America to US,Central America,1,20.692916,-100.251252
41027,US-Mexico Border,29/12/2015,2015,Dec,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.6214373,-111.9300934
41028,US-Mexico Border,29/12/2015,2015,Dec,1,,1,,1,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.6214373,-111.9300934
41029,US-Mexico Border,29/12/2015,2015,Dec,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.6214373,-111.9300934
40613,Europe,28/12/2015,2015,Dec,1,,1,,,,,Accident,Crushed in back of truck,El Siglo de Torreon,Eastern Mediterranean,Uncategorized,5,37.551464,26.507867
40529,Mediterranean,28/12/2015,2015,Dec,4,,4,,3,1,1,Drowning,Drowning,"Hellenic Coast Guard, via IOM Athens ",,Western Europe,3,51.016352,2.399438
41004,Central America,28/12/2015,2015,Dec,1,,1,,,1,,Unknown,Unknown,Quadratin Queretaro,Central America to US,Central America,1,14.893189,-92.27541
41026,US-Mexico Border,28/12/2015,2015,Dec,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.6214373,-111.9300934
40528,Mediterranean,27/12/2015,2015,Dec,1,,1,,1,,1,Drowning,Drowning,IOM Greece,Eastern Mediterranean,Uncategorized,4,37.593055,26.518854
40687,North Africa,27/12/2015,2015,Dec,1,,1,,,1,,Shot,Shot,Al Jazeera,,Northern Africa,1,31.30945,34.222756
40675,Caribbean,26/12/2015,2015,Dec,,13,13,,1,12,,Drowning,Presumed drowning,El Nuevo Herald,,Uncategorized,1,23.930804,-83.2694391
40526,Mediterranean,25/12/2015,2015,Dec,1,,1,,1,,,Drowning,Drowning,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.707325,27.000325
40527,Mediterranean,25/12/2015,2015,Dec,1,,1,,,1,,Drowning,Drowning,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.798058,26.69863
41003,Mediterranean,25/12/2015,2015,Dec,2,,2,185,,,,Unknown,Unknown,Al Jazeera,Western Mediterranean,Uncategorized,1,35.91653,-5.372926
40523,Mediterranean,24/12/2015,2015,Dec,20,,20,21,,,11,Drowning,Drowning,EuronewsHurriyet Daily News,Eastern Mediterranean,Uncategorized,3,39.088957,26.781175
40524,US-Mexico Border,24/12/2015,2015,Dec,1,,1,,,1,,Drowning,Drowning,Canal 6 ,Central America to US,Central America,1,32.0564631,-106.9800318
40525,Mediterranean,24/12/2015,2015,Dec,2,,2,,2,,,Drowning,Drowning,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.756132,26.960456
41051,Europe,24/12/2015,2015,Dec,1,,1,,1,,1,Vehicle,Vehicle Accident,IOM Athens,,Uncategorized,4,33.6312953,15.6154272
40522,Mediterranean,23/12/2015,2015,Dec,1,,1,509,,,,Drowning,Drowning,UNHCR,Central Mediterranean,Uncategorized,4,36.179661,14.815938
41002,Mediterranean,23/12/2015,2015,Dec,1,,1,,1,,,Unknown,Unknown,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.566252,26.505769
40519,Mediterranean,22/12/2015,2015,Dec,2,,2,69,1,,1,Drowning,Drowning,Hurriyet News,Eastern Mediterranean,Uncategorized,1,39.0245112,15.2969166
40520,Mediterranean,22/12/2015,2015,Dec,11,,11,7,,,1,Drowning,Drowning,Hurriyet News,Eastern Mediterranean,Uncategorized,1,39.3805469,26.1861655
40521,Mediterranean,22/12/2015,2015,Dec,13,1,14,15,2,4,7,Drowning,Drowning,Hellenic Coast Guard via IOM Greece,Eastern Mediterranean,Uncategorized,5,37.2954,27.1127
40518,Mediterranean,21/12/2015,2015,Dec,1,,1,,,1,,Drowning,Drowning,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.576548,26.482196
40517,Mediterranean,20/12/2015,2015,Dec,1,,1,,1,,1,Drowning,Drowning,Hellenic Coast Guaard vai IOM Athens,Eastern Mediterranean,Uncategorized,5,37.63936948,26.4981124
40707,North Africa,20/12/2015,2015,Dec,2,,2,,,,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.457275,36.387512
40708,North Africa,20/12/2015,2015,Dec,12,,12,,,,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.321289,21.866882
40709,North Africa,20/12/2015,2015,Dec,36,,36,,,,,Shot,"Shot, Stabbed",Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.032288,14.456116
40746,Horn of Africa,20/12/2015,2015,Dec,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,11.57428,37.361328
40747,North Africa,20/12/2015,2015,Dec,3,,3,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.214722,20.14032
40748,North Africa,20/12/2015,2015,Dec,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,15.475708,32.550476
40749,North Africa,20/12/2015,2015,Dec,6,,6,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,23.321289,21.866882
40750,North Africa,20/12/2015,2015,Dec,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.032288,14.456116
40751,North Africa,20/12/2015,2015,Dec,1,,1,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,24.088318,32.900085
40752,North Africa,20/12/2015,2015,Dec,23,,23,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,27.032288,14.456116
40753,North Africa,20/12/2015,2015,Dec,11,,11,,,,,Medical,Sickness and lack of access to medicines,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.376526,19.984131
40781,Horn of Africa,20/12/2015,2015,Dec,2,,2,,,,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Eastern Africa,2,8.476128,47.3474798
40782,North Africa,20/12/2015,2015,Dec,6,,6,,,,,Starvation,Starvation,Mixed Migration Monitoring Mechanism Initiative (4Mi),,Northern Africa,2,30.398315,19.578125
